Location,TCFDCategoryName,TCFDSubCatName,RiskFactorName,ScenarioID,RiskYear,ValueAtRisk
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2030,2
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2031,2
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2032,2.2
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2018,0.6
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2019,0.6
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2020,0.65
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2021,0.75
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2022,0.75
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2023,0.75
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2024,0.85
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2025,0.85
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2026,0.85
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2027,0.85
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2028,1
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2029,1
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2030,1
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2031,1
Singapore_300mm_NAND,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2032,1.1
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2018,0.48
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2019,0.48
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2020,0.52
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2021,0.6
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2022,0.6
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2023,0.6
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2024,0.68
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2025,0.68
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2026,0.68
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2027,0.68
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2028,0.8
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2029,0.8
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2030,0.8
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2031,0.8
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,1,2032,0.88
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2018,0.24
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2019,0.24
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2020,0.26
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2021,0.3
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2022,0.3
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2023,0.3
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2024,0.34
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2025,0.34
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2026,0.34
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2027,0.34
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2028,0.4
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2029,0.4
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2030,0.4
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2031,0.4
Singapore_300mm_NAND,Transition,Policy & Legal,Exposure to litigation,2,2032,0.44
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2018,0.24
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2019,0.24
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2020,0.26
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2021,0.3
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2022,0.3
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2023,0.3
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2024,0.34
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2025,0.34
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2026,0.34
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2027,0.34
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2028,0.4
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2029,0.4
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2030,0.4
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2031,0.4
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2032,0.44
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2018,0.12
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2019,0.12
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2020,0.13
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2021,0.15
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2022,0.15
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2023,0.15
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2024,0.17
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2025,0.17
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2026,0.17
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2027,0.17
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2028,0.2
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2029,0.2
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2030,0.2
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2031,0.2
Singapore_300mm_NAND,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2032,0.22
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2018,1.2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2019,1.2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2020,1.3
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2021,1.5
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2022,1.5
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2023,1.5
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2024,1.7
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2025,1.7
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2026,1.7
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2027,1.7
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2028,2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2029,2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2030,2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2031,2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,1,2032,2.2
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2018,0.6
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2019,0.6
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2020,0.65
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2021,0.75
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2022,0.75
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2023,0.75
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2024,0.85
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2025,0.85
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2026,0.85
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2027,0.85
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2028,1
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2029,1
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2030,1
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2031,1
Singapore_300mm_NAND,Physical,Chronic,Temperature extremes,2,2032,1.1
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2018,0.48
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2019,0.48
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2020,0.52
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2021,0.6
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2022,0.6
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2023,0.6
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2024,0.68
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2025,0.68
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2026,0.68
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2027,0.68
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2028,0.8
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2029,0.8
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2030,0.8
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2031,0.8
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,1,2032,0.88
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2018,0.24
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2019,0.24
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2020,0.26
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2021,0.3
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2022,0.3
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2023,0.3
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2024,0.34
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2025,0.34
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2026,0.34
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2027,0.34
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2028,0.4
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2029,0.4
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2030,0.4
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2031,0.4
Singapore_300mm_NAND,Physical,Chronic,Coastal flooding,2,2032,0.44
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2018,0.24
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2019,0.24
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2020,0.26
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2021,0.3
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2022,0.3
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2023,0.3
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2024,0.34
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2025,0.34
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2026,0.34
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2027,0.34
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2028,0.4
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2029,0.4
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2030,0.4
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2031,0.4
Singapore_300mm_NAND,Physical,Chronic,Drought,1,2032,0.44
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2018,0.12
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2019,0.12
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2020,0.13
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2021,0.15
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2022,0.15
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2023,0.15
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2024,0.17
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2025,0.17
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2026,0.17
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2027,0.17
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2028,0.2
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2029,0.2
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2030,0.2
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2031,0.2
Singapore_300mm_NAND,Physical,Chronic,Drought,2,2032,0.22
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2018,1.2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2019,1.2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2020,1.3
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2021,1.5
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2022,1.5
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2023,1.5
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2024,1.7
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2025,1.7
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2026,1.7
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2027,1.7
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2028,2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2029,2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2030,2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2031,2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,1,2032,2.2
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2018,0.6
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2019,0.6
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2020,0.65
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2021,0.75
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2022,0.75
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2023,0.75
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2024,0.85
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2025,0.85
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2026,0.85
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2027,0.85
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2028,1
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2029,1
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2030,1
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2031,1
Singapore_200mm_NOR,Transition,Policy & Legal,Increased pricing of GHG emissions,2,2032,1.1
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2018,0.48
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2019,0.48
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2020,0.52
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2021,0.6
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2022,0.6
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2023,0.6
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2024,0.68
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2025,0.68
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2026,0.68
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2027,0.68
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2028,0.8
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2029,0.8
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2030,0.8
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2031,0.8
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,1,2032,0.88
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2018,0.24
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2019,0.24
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2020,0.26
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2021,0.3
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2022,0.3
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2023,0.3
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2024,0.34
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2025,0.34
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2026,0.34
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2027,0.34
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2028,0.4
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2029,0.4
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2030,0.4
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2031,0.4
Singapore_200mm_NOR,Transition,Policy & Legal,Exposure to litigation,2,2032,0.44
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2018,0.24
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2019,0.24
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2020,0.26
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2021,0.3
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2022,0.3
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2023,0.3
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2024,0.34
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2025,0.34
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2026,0.34
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2027,0.34
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2028,0.4
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2029,0.4
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2030,0.4
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2031,0.4
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,1,2032,0.44
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2018,0.12
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2019,0.12
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2020,0.13
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2021,0.15
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2022,0.15
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2023,0.15
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2024,0.17
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2025,0.17
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2026,0.17
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2027,0.17
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2028,0.2
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2029,0.2
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2030,0.2
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2031,0.2
Singapore_200mm_NOR,Transition,Reputation,Increased stakeholder concern or negative stakeholder feedback,2,2032,0.22
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2018,1.2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2019,1.2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2020,1.3
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2021,1.5
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2022,1.5
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2023,1.5
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2024,1.7
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2025,1.7
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2026,1.7
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2027,1.7
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2028,2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2029,2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2030,2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2031,2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,1,2032,2.2
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2018,0.6
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2019,0.6
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2020,0.65
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2021,0.75
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2022,0.75
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2023,0.75
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2024,0.85
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2025,0.85
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2026,0.85
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2027,0.85
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2028,1
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2029,1
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2030,1
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2031,1
Singapore_200mm_NOR,Physical,Chronic,Temperature extremes,2,2032,1.1
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2018,0.48
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2019,0.48
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2020,0.52
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2021,0.6
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2022,0.6
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2023,0.6
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2024,0.68
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2025,0.68
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2026,0.68
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2027,0.68
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2028,0.8
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2029,0.8
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2030,0.8
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2031,0.8
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,1,2032,0.88
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2018,0.24
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2019,0.24
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2020,0.26
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2021,0.3
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2022,0.3
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2023,0.3
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2024,0.34
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2025,0.34
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2026,0.34
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2027,0.34
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2028,0.4
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2029,0.4
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2030,0.4
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2031,0.4
Singapore_200mm_NOR,Physical,Chronic,Coastal flooding,2,2032,0.44
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2018,0.24
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2019,0.24
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2020,0.26
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2021,0.3
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2022,0.3
Singapore_200mm_NOR,Physical,Chronic,Drought,1,2023,0.3
